chr1	139708	140127	MER1A	2495	-	chr1	139828	139829		1.433060	-
chr1	740047	740466	MER1A	2468	-	chr1	740186	740187		1.501825	-
chr1	946777	947062	AluSx1	2206	+	chr1	947060	947061	NOC2L	0.121266	-
chr1	958244	958549	AluSx	2303	-	chr1	958458	958459	NOC2L	0.136704	-
chr1	1048489	1048789	AluSp	2439	+	chr1	1048529	1048530	AGRN	0.914891	+
chr1	1048489	1048789	AluSp	2439	+	chr1	1048577	1048578		2.225367	+
chr1	1221276	1221657	AluJb	877	+	chr1	1221351	1221352	SDF4	0.000626	-
chr1	1388613	1388794	AluSg4	1260	+	chr1	1388713	1388714	CCNL2	2.868774	-
chr1	1406075	1406366	AluSz	1997	+	chr1	1406307	1406308	MRPL20	0.145762	-
chr1	1478006	1478296	AluSx1	1948	-	chr1	1478026	1478027	ATAD3B	1.184217	+
chr1	1721869	1722077	AluY	1516	+	chr1	1721879	1721880	CDK11A	0.232953	-
chr1	1754824	1755118	AluSc	2380	-	chr1	1754866	1754867	NADK	0.057846	-
chr1	1754824	1755118	AluSc	2380	-	chr1	1754896	1754897	NADK	0.007874	-
chr1	1756888	1757027	MSTD	410	+	chr1	1757024	1757025	NADK	3.710017	-
chr1	5882790	5883001	L3	182	-	chr1	5882849	5882850	NPHP4	0.154288	-
chr1	6463328	6463444	L2a	583	+	chr1	6463347	6463348	TNFRSF25	0.437181	-
chr1	6463328	6463444	L2a	583	+	chr1	6463347	6463348		3.885054	-
chr1	6463445	6463755	AluSc8	2538	+	chr1	6463622	6463623	TNFRSF25	0.118476	-
chr1	7772607	7772911	AluSp	2332	+	chr1	7772707	7772708	VAMP3	3.150860	+
chr1	7776817	7777110	AluSx1	2132	-	chr1	7777097	7777098	VAMP3	0.222539	+
chr1	8652469	8652837	THE1C	2117	-	chr1	8652486	8652487		1.662239	-
chr1	9302649	9303809	ERVL-int	6146	+	chr1	9302784	9302785		2.389477	+
chr1	9932053	9932361	AluSq	2117	+	chr1	9932180	9932181	LZIC	0.703510	-
chr1	10412574	10412852	L2a	510	-	chr1	10412834	10412835	PGD	0.142741	+
chr1	11055121	11055408	AluSz	1923	-	chr1	11055204	11055205	SRM	0.004492	-
chr1	11072365	11072580	MIRb	542	-	chr1	11072395	11072396	EXOSC10	0.598600	-
chr1	11073017	11073095	L1ME3	348	+	chr1	11073026	11073027	EXOSC10	0.032949	-
chr1	11115552	11115777	MER58A	921	+	chr1	11115663	11115664	MTOR	0.367335	-
chr1	11745896	11746094	MIRb	368	+	chr1	11746009	11746010	AGTRAP	1.208850	+
chr1	11745896	11746094	MIRb	368	+	chr1	11745998	11745999	AGTRAP	0.036887	+
chr1	11954188	11954497	AluSq2	2013	+	chr1	11954301	11954302	PLOD1	0.156893	+
chr1	11971482	11971667	AluSx1	1466	-	chr1	11971543	11971544	PLOD1	0.253960	+
chr1	12028380	12028823	L2a	639	+	chr1	12028721	12028722	MIIP	0.445739	+
chr1	12497121	12497324	MIRb	572	-	chr1	12497226	12497227	VPS13D	0.100493	+
chr1	15209751	15210024	AluSx	1970	+	chr1	15209889	15209890		5.888939	+
chr1	16136338	16136626	AluSp	2362	+	chr1	16136445	16136446		2.252022	-
chr1	16620824	16621124	AluSc8	2377	-	chr1	16621068	16621069		2.854529	-
chr1	16889677	16889751	tRNA-Asn-AAC	644	+	chr1	16889706	16889707	RP11-108M9.4	0.006315	-
chr1	16952993	16953199	L2c	274	+	chr1	16953157	16953158	CROCC	0.189294	+
chr1	16965701	16965778	Penelope1_Vert	204	+	chr1	16965723	16965724		1.759031	+
chr1	17000731	17000965	AluJb	1440	+	chr1	17000847	17000848	ATP13A2	0.328522	-
chr1	17022963	17023104	L2d	256	+	chr1	17023036	17023037	SDHB	0.137004	-
chr1	17414248	17414561	AluSx	2197	+	chr1	17414521	17414522		2.146614	-
chr1	17615025	17615223	MER3	980	-	chr1	17615088	17615089	ARHGEF10L	0.346412	+
chr1	18375947	18376153	L2b	402	+	chr1	18375957	18375958	IGSF21	0.149120	+
chr1	19082238	19082452	MIR	666	-	chr1	19082240	19082241	UBR4	0.001743	-
chr1	19221790	19222045	AluSz	2038	+	chr1	19221916	19221917	EMC1	0.361214	-
chr1	19701162	19701471	AluSx	2321	-	chr1	19701210	19701211	TMCO4	0.063760	-
