chr1	732048	732235	AluJb	1087	+	chr1	732170	732171		1.448492	-
chr1	946777	947062	AluSx1	2206	+	chr1	947060	947061	NOC2L	0.522722	-
chr1	1048489	1048789	AluSp	2439	+	chr1	1048529	1048530	AGRN	0.279159	+
chr1	1221276	1221657	AluJb	877	+	chr1	1221351	1221352	SDF4	0.000250	-
chr1	1388613	1388794	AluSg4	1260	+	chr1	1388713	1388714	CCNL2	0.001256	-
chr1	1721869	1722077	AluY	1516	+	chr1	1721879	1721880	CDK11A	0.214260	-
chr1	1754824	1755118	AluSc	2380	-	chr1	1754866	1754867	NADK	0.038758	-
chr1	1754824	1755118	AluSc	2380	-	chr1	1754896	1754897	NADK	0.005317	-
chr1	1756888	1757027	MSTD	410	+	chr1	1757024	1757025	NADK	1.821498	-
chr1	3867571	3867855	AluJo	1599	+	chr1	3867663	3867664	DFFB	0.182048	+
chr1	6234355	6234442	LFSINE_Vert	322	+	chr1	6234429	6234430		1.160218	-
chr1	6463328	6463444	L2a	583	+	chr1	6463347	6463348	TNFRSF25	0.318590	-
chr1	6463445	6463755	AluSc8	2538	+	chr1	6463622	6463623	TNFRSF25	0.566932	-
chr1	6584890	6585567	L2a	713	-	chr1	6585302	6585303	ZBTB48	0.029120	+
chr1	7772607	7772911	AluSp	2332	+	chr1	7772707	7772708	VAMP3	2.859058	+
chr1	7776817	7777110	AluSx1	2132	-	chr1	7777097	7777098	VAMP3	0.262919	+
chr1	9239802	9239853	Penelope1_Vert	183	+	chr1	9239844	9239845	H6PD	2.161653	+
chr1	9894072	9894347	L1MC4	932	-	chr1	9894246	9894247		2.417038	-
chr1	9932053	9932361	AluSq	2117	+	chr1	9932180	9932181	LZIC	0.010521	-
chr1	10412574	10412852	L2a	510	-	chr1	10412834	10412835	PGD	0.195722	+
chr1	11055121	11055408	AluSz	1923	-	chr1	11055204	11055205	SRM	0.141009	-
chr1	11072365	11072580	MIRb	542	-	chr1	11072395	11072396	EXOSC10	0.178378	-
chr1	11073017	11073095	L1ME3	348	+	chr1	11073026	11073027	EXOSC10	0.003338	-
chr1	11115552	11115777	MER58A	921	+	chr1	11115663	11115664	MTOR	0.329215	-
chr1	11831967	11832003	MER103C	248	+	chr1	11831993	11831994		1.516382	+
chr1	11954188	11954497	AluSq2	2013	+	chr1	11954301	11954302	PLOD1	0.223360	+
chr1	11971482	11971667	AluSx1	1466	-	chr1	11971543	11971544	PLOD1	0.258483	+
chr1	12028380	12028823	L2a	639	+	chr1	12028721	12028722	MIIP	0.007490	+
chr1	12497121	12497324	MIRb	572	-	chr1	12497226	12497227	VPS13D	0.108833	+
chr1	16889677	16889751	tRNA-Asn-AAC	644	+	chr1	16889706	16889707	RP11-108M9.4	0.010476	-
chr1	16952993	16953199	L2c	274	+	chr1	16953157	16953158	CROCC	0.133909	+
chr1	16994664	16994961	AluSx3	2188	-	chr1	16994844	16994845		1.810610	-
chr1	16997269	16997348	MIRb	256	-	chr1	16997337	16997338		1.478823	-
chr1	17022963	17023104	L2d	256	+	chr1	17023036	17023037	SDHB	0.433871	-
chr1	17415787	17416078	AluSp	2319	+	chr1	17415967	17415968		1.964813	-
chr1	17421744	17422054	AluSp	2421	+	chr1	17421808	17421809		1.541920	-
chr1	18375947	18376153	L2b	402	+	chr1	18375957	18375958	IGSF21	0.024660	+
chr1	19082238	19082452	MIR	666	-	chr1	19082240	19082241	UBR4	0.003212	-
chr1	19221790	19222045	AluSz	2038	+	chr1	19221916	19221917	EMC1	2.603179	-
chr1	19701162	19701471	AluSx	2321	-	chr1	19701210	19701211	TMCO4	0.084515	-
chr1	20028465	20028814	LTR46-int	5203	-	chr1	20028526	20028527	PLA2G5	3.764661	+
chr1	20028465	20028814	LTR46-int	5203	-	chr1	20028526	20028527	PLA2G5	0.007023	+
chr1	20028465	20028814	LTR46-int	5203	-	chr1	20028571	20028572		7.888574	+
chr1	20028465	20028814	LTR46-int	5203	-	chr1	20028571	20028572	PLA2G5	1.216954	+
chr1	20750214	20750322	AluSx1	1658	+	chr1	20750251	20750252	HP1BP3	0.492848	-
chr1	21221993	21222440	L2a	876	+	chr1	21222081	21222082	ECE1	0.088561	-
chr1	21331610	21331839	MIR	903	+	chr1	21331760	21331761		2.137305	-
chr1	21681143	21681258	HAL1	1108	-	chr1	21681252	21681253	USP48	0.804922	-
chr1	21704547	21704710	L1ME3Cz	661	+	chr1	21704615	21704616	USP48	0.252973	-
chr1	21830405	21830714	AluSq	2472	+	chr1	21830451	21830452		1.463891	-
chr1	23109484	23109838	Tigger4b	1916	+	chr1	23109650	23109651		2.438912	-
chr1	23285682	23285778	Tigger19b	231	+	chr1	23285743	23285744	LINC01355	0.706675	-
chr1	23287159	23287469	AluSx1	2341	+	chr1	23287439	23287440	LINC01355	0.064847	-
chr1	23519373	23519471	L2d2	330	+	chr1	23519396	23519397	E2F2	0.185641	-
chr1	24666480	24666789	AluSx1	2186	+	chr1	24666555	24666556	SRRM1	0.144841	+
chr1	25244060	25244116	Alu	291	-	chr1	25244105	25244106	RSRP1	0.001081	-
chr1	25497099	25497398	AluSp	2503	+	chr1	25497284	25497285		1.873674	+
chr1	25553311	25553524	MIRb	476	+	chr1	25553364	25553365	LDLRAP1	0.198154	+
chr1	25562742	25562929	MIRb	525	+	chr1	25562816	25562817	LDLRAP1	0.339107	+
chr1	25821386	25821535	MIR1_Amn	280	+	chr1	25821523	25821524	MTFR1L	0.000683	+
chr1	26181411	26181688	L2b	266	+	chr1	26181587	26181588	CNKSR1	0.155896	+
chr1	26571132	26571286	L2a	533	-	chr1	26571229	26571230	RPS6KA1	0.099064	+
chr1	26886325	26886402	MIR	265	+	chr1	26886341	26886342	GPN2	0.329727	-
chr1	27332252	27332461	MIRb	459	-	chr1	27332346	27332347	TMEM222	0.059386	+
chr1	27333393	27333737	MLT1A0	1964	-	chr1	27333463	27333464	TMEM222	0.076761	+
chr1	27457622	27457922	AluJr	1865	-	chr1	27457636	27457637		2.749765	-
chr1	27883367	27883713	L2c	278	+	chr1	27883398	27883399	THEMIS2	1.793896	+
chr1	28483520	28483819	AluY	2479	+	chr1	28483761	28483762		1.304640	+
chr1	28506188	28506484	AluSx	2094	-	chr1	28506351	28506352	SNHG3	1.335069	+
chr1	28531263	28531514	AluSz	1593	-	chr1	28531448	28531449		1.185914	+
chr1	28536062	28536162	MIRc	398	+	chr1	28536093	28536094	RCC1	0.174634	+
chr1	28580017	28580328	AluSx1	2267	+	chr1	28580185	28580186	SNHG12	1.291199	-
chr1	28582789	28583098	AluY	2472	+	chr1	28582986	28582987	SNHG12	5.613146	-
chr1	31666239	31666608	L2a	405	+	chr1	31666385	31666386	COL16A1	0.234378	-
chr1	32203175	32203477	AluSx1	2158	+	chr1	32203230	32203231	CCDC28B	0.173911	+
chr1	32227323	32227484	MIRb	386	+	chr1	32227338	32227339	EIF3I	0.048067	+
chr1	32227323	32227484	MIRb	386	+	chr1	32227446	32227447	EIF3I	1.816703	+
chr1	32227494	32227784	AluJr	1866	+	chr1	32227614	32227615	EIF3I	1.837028	+
chr1	32234016	32234325	AluSx	2185	+	chr1	32234301	32234302		1.282642	-
chr1	32329466	32329692	L1M3e	1139	-	chr1	32329480	32329481	HDAC1	0.003203	+
chr1	32631993	32632308	AluSx1	2171	-	chr1	32632058	32632059	ZBTB8OS	0.014417	-
chr1	32634215	32634525	AluSg	2320	-	chr1	32634522	32634523	ZBTB8OS	0.079235	-
chr1	32781816	32782104	AluJb	1756	-	chr1	32782103	32782104	YARS1	0.000467	-
chr1	32811203	32811765	LTR6A	4114	+	chr1	32811647	32811648	YARS1	0.068681	-
chr1	32824892	32825060	MIR3	476	-	chr1	32824897	32824898	S100PBP	0.180764	+
chr1	32852513	32852870	L2b	431	+	chr1	32852764	32852765	S100PBP	0.379971	+
chr1	35404834	35404896	L3	211	+	chr1	35404844	35404845	ZMYM4	0.394207	+
chr1	36033163	36033352	AluSz	2067	+	chr1	36033219	36033220		2.303101	+
chr1	36140875	36141171	AluY	2260	+	chr1	36140998	36140999	TRAPPC3	0.170214	-
chr1	36171963	36172150	MIRb	477	-	chr1	36171968	36171969	MAP7D1	0.103243	+
chr1	36419142	36419506	L2c	561	+	chr1	36419293	36419294	OSCP1	0.005154	-
chr1	36456479	36456672	MIRb	523	-	chr1	36456566	36456567	MRPS15	0.099253	-
chr1	37541381	37541682	AluSp	2429	+	chr1	37541594	37541595	SNIP1	0.194759	-
chr1	37559675	37560664	LTR5B	8190	-	chr1	37560538	37560539	DNALI1	0.031968	+
chr1	37570879	37570938	MIRb	240	-	chr1	37570893	37570894	GNL2	0.008284	-
chr1	37594070	37594297	MIR	785	-	chr1	37594092	37594093	GNL2	0.084136	-
chr1	37960660	37960952	AluY	2494	-	chr1	37960693	37960694	SF3A3	0.259685	-
chr1	38938023	38938314	AluSx3	2289	-	chr1	38938143	38938144		2.577536	+
chr1	39567976	39568281	AluY	2631	+	chr1	39568258	39568259	PABPC4	2.360188	-
chr1	39614623	39614825	L1ME1	1503	+	chr1	39614818	39614819		3.128047	-
chr1	39762234	39762338	FLAM_C	459	-	chr1	39762332	39762333		1.220543	+
chr1	39847702	39847780	MIR3	260	-	chr1	39847757	39847758	TRIT1	0.103879	-
chr1	40290451	40290761	AluY	2448	-	chr1	40290645	40290646	ZMPSTE24	0.026982	+
chr1	40541193	40541482	AluY	2208	-	chr1	40541314	40541315	ZNF684	0.047234	+
chr1	40983109	40983233	MIRb	306	-	chr1	40983161	40983162	CTPS1	0.007442	+
chr1	40993768	40994078	AluSx	2362	-	chr1	40993853	40993854	CTPS1	0.028766	+
chr1	41161919	41163496	MER52D	5134	+	chr1	41163017	41163018	SCMH1	0.870283	-
chr1	42479094	42479387	AluSx1	2238	+	chr1	42479310	42479311	CCDC30	0.058269	+
chr1	42931544	42931852	AluSz	2113	+	chr1	42931769	42931770	SLC2A1	2.097982	-
chr1	42959104	42959181	MIR3	249	+	chr1	42959104	42959105	SLC2A1-AS1	0.405953	+
chr1	43919066	43919377	AluSx1	2511	-	chr1	43919113	43919114	ST3GAL3	0.252000	+
chr1	44648180	44648389	MIR	749	+	chr1	44648308	44648309	RNF220	0.281504	+
chr1	45004849	45005768	L2c	431	-	chr1	45005588	45005589	HECTD3	0.319321	-
chr1	45330803	45331093	AluSx1	2313	+	chr1	45330885	45330886		1.461431	-
chr1	45523045	45523227	LTR34	1193	+	chr1	45523047	45523048	PRDX1	2.746276	-
chr1	45567546	45567847	AluYk3	2574	+	chr1	45567549	45567550	AKR1A1	0.003599	+
chr1	46057368	46058928	THE1A-int	12070	+	chr1	46057434	46057435	PIK3R3	0.096058	-
chr1	46190925	46191020	L3	189	-	chr1	46190972	46190973	POMGNT1	0.335024	-
chr1	46300734	46300884	L2d	235	+	chr1	46300780	46300781	LRRC41	0.355967	-
chr1	46572223	46572517	AluSz	2235	-	chr1	46572300	46572301	MKNK1	0.093367	-
chr1	46691965	46692715	L1ME1	2599	-	chr1	46692310	46692311	EFCAB14	0.000091	-
chr1	47283919	47284197	AluSx	2010	-	chr1	47284073	47284074	STIL	0.119916	-
chr1	47305136	47305424	AluSz	2332	-	chr1	47305317	47305318	STIL	0.163319	-
chr1	51401166	51401262	MIRb	207	-	chr1	51401199	51401200	EPS15	0.000879	-
chr1	51779796	51780097	AluY	2582	+	chr1	51779964	51779965		1.310737	+
chr1	52024596	52024866	L2d2	920	+	chr1	52024656	52024657	TXNDC12	0.000267	-
chr1	52071143	52071274	hAT-1_Mam	357	-	chr1	52071182	52071183		4.576784	+
chr1	52434556	52434853	AluSx	1826	+	chr1	52434670	52434671	TUT4	0.066129	-
chr1	52437175	52437361	MIRb	391	-	chr1	52437255	52437256	TUT4	0.168020	-
chr1	52911856	52912001	MIRc	299	+	chr1	52911888	52911889		1.389445	-
chr1	52911856	52912001	MIRc	299	+	chr1	52911888	52911889	ECHDC2	0.318821	-
chr1	52912202	52912503	AluJb	1946	-	chr1	52912225	52912226	ECHDC2	0.259940	-
chr1	52913326	52913568	L2	390	+	chr1	52913344	52913345	ECHDC2	0.010963	-
chr1	54044659	54045058	L1ME4b	744	+	chr1	54044942	54044943	TMEM59	3.480266	-
chr1	54736670	54736711	L1MC4	281	-	chr1	54736689	54736690	TTC4	0.183444	+
chr1	55072971	55073245	L1MB3	1781	+	chr1	55072992	55072993	USP24	0.220856	-
chr1	55086365	55086936	L1MC5a	1266	+	chr1	55086424	55086425	USP24	0.229259	-
chr1	59913092	59914053	L2a	993	+	chr1	59913238	59913239	CYP2J2	0.001619	-
chr1	61683641	61684119	MLT1K	437	-	chr1	61683857	61683858	TM2D1	0.259593	-
chr1	62478999	62479064	AluSx	446	-	chr1	62479004	62479005	DOCK7	0.140771	-
chr1	63447654	63448343	L1PA3	5999	+	chr1	63447789	63447790	ITGB3BP	0.018448	-
chr1	66718018	66718188	L2d	233	-	chr1	66718067	66718068	SGIP1	0.078676	+
chr1	68138143	68138185	MER5B	234	+	chr1	68138162	68138163	WLS	0.197164	-
chr1	70249560	70249859	AluJb	2168	-	chr1	70249742	70249743	SRSF11	0.220815	+
chr1	70434747	70435050	AluSx	2123	-	chr1	70434851	70434852	CTH	0.187745	+
chr1	74708713	74709201	L2	349	-	chr1	74708827	74708828	CRYZ	0.250842	-
chr1	75749704	75750010	AluSc	2393	-	chr1	75749719	75749720	ACADM	0.002052	+
chr1	77701560	77701660	AluJb	1744	+	chr1	77701651	77701652	USP33	0.082715	-
chr1	77713391	77713696	AluJr	1690	-	chr1	77713508	77713509	USP33	0.199854	-
chr1	77744860	77745606	L1P1	4193	-	chr1	77745462	77745463	USP33	2.063200	-
chr1	77745608	77746897	L1P1	9329	+	chr1	77745651	77745652		1.635627	-
chr1	78625081	78626012	L1MEg	2210	-	chr1	78625670	78625671	IFI44L	0.060341	+
chr1	78635895	78636073	MIR	406	+	chr1	78635999	78636000	IFI44L	0.482243	+
chr1	81967264	81967560	AluY	2658	-	chr1	81967264	81967265	ADGRL2	0.162015	+
chr1	83182175	83188201	L1PA2	27315	+	chr1	83182200	83182201		1.467858	-
chr1	83231981	83232224	MLT1I	515	-	chr1	83232055	83232056		1.419314	-
chr1	84652159	84652450	AluJb	1701	+	chr1	84652441	84652442	SSX2IP	0.397983	-
chr1	85023377	85024047	L2a	3494	-	chr1	85023520	85023521	MCOLN3	2.274802	-
chr1	86374893	86375293	L2a	377	-	chr1	86375000	86375001	ODF2L	0.172673	-
chr1	88807064	88807165	FLAM_A	641	+	chr1	88807065	88807066		7.779386	+
chr1	89952738	89953657	LTR8B	3799	+	chr1	89953541	89953542		1.678595	+
chr1	92333071	92333292	MIRc	605	-	chr1	92333242	92333243	RPAP2	0.276749	+
chr1	92836542	92836650	MIR3	275	-	chr1	92836610	92836611	RPL5	0.012300	+
chr1	93567905	93568212	AluSz	2381	+	chr1	93568127	93568128	BCAR3	2.169399	-
chr1	93873310	93873649	AluJr	1767	+	chr1	93873369	93873370		1.533914	-
chr1	93873310	93873649	AluJr	1767	+	chr1	93873369	93873370	DNTTIP2	0.011574	-
chr1	94195471	94196250	L1MEf	7734	+	chr1	94195940	94195941		2.491148	-
chr1	94195471	94196250	L1MEf	7734	+	chr1	94195940	94195941		2.548689	-
chr1	94195471	94196250	L1MEf	7734	+	chr1	94195940	94195941	ARHGAP29	1.686345	-
chr1	94195471	94196250	L1MEf	7734	+	chr1	94195940	94195941		2.826367	-
chr1	94481454	94482006	MLT1L	981	-	chr1	94481493	94481494	ABCD3	0.000193	+
chr1	94513400	94513715	Charlie29b	751	-	chr1	94513474	94513475	ABCD3	0.695585	+
chr1	99683199	99684162	L2a	1645	+	chr1	99683266	99683267	PALMD	0.002980	+
chr1	100142843	100142939	MIRc	259	+	chr1	100142907	100142908	TRMT13	0.089397	+
chr1	108651363	108651667	AluSx	2076	+	chr1	108651445	108651446	HENMT1	0.007973	-
chr1	108781714	108782010	AluSz	2094	-	chr1	108781861	108781862		1.891973	+
chr1	108781714	108782010	AluSz	2094	-	chr1	108781861	108781862	STXBP3	1.584473	+
chr1	109625913	109626099	MIRb	324	+	chr1	109626071	109626072	AMPD2	0.148143	+
chr1	111229401	111229709	AluYa5	2899	+	chr1	111229692	111229693	CHI3L2	0.841965	+
chr1	111416549	111416692	MIR	331	+	chr1	111416679	111416680	OVGP1	0.236747	-
chr1	111607039	111608899	SVA_D	7440	-	chr1	111608324	111608325	LINC01160	1.557146	-
chr1	111607039	111608899	SVA_D	7440	-	chr1	111608318	111608319	LINC01160	1.219325	-
chr1	111627095	111627328	L1ME4a	511	-	chr1	111627313	111627314		2.130259	+
chr1	112462063	112462355	AluYk3	2443	+	chr1	112462267	112462268		1.851190	+
chr1	112699552	112699632	L2c	180	+	chr1	112699624	112699625	MOV10	0.039922	+
chr1	113103156	113103607	MER31A	2175	+	chr1	113103201	113103202	LRIG2	0.420329	+
chr1	113713779	113715373	L1M1	17753	+	chr1	113715212	113715213	PHTF1	0.009964	-
chr1	113902044	113902330	AluJr	1664	-	chr1	113902119	113902120	AP4B1	0.042253	-
chr1	114724270	114724546	L2a	470	+	chr1	114724287	114724288	CSDE1	0.114567	-
chr1	119719448	119719679	L3b	332	-	chr1	119719627	119719628	PHGDH	0.001994	+
chr1	143424635	143425197	TAR1	3047	+	chr1	143424670	143424671		1.705059	-
chr1	145773472	145774188	L1M4	1478	-	chr1	145773843	145773844	RNF115	0.423797	-
chr1	147292513	147292928	MSTB	2427	-	chr1	147292768	147292769		1.154624	+
chr1	147760318	147760652	L2c	483	+	chr1	147760602	147760603	GJA5	5.821170	-
chr1	149100653	149100950	AluJb	1907	+	chr1	149100900	149100901		1.691989	-
chr1	150109034	150109321	AluSx1	1942	-	chr1	150109175	150109176	VPS45	0.033714	+
chr1	150153189	150153488	AluJr	2022	-	chr1	150153483	150153484	PLEKHO1	5.098324	+
chr1	150327722	150328160	L2d	292	-	chr1	150327775	150327776	PRPF3	0.651522	+
chr1	150343047	150343249	AluSx	1523	+	chr1	150343151	150343152	PRPF3	0.097541	+
